Time_s,U_01_V,U_02_V,U_03_V,U_04_V,U_05_V,U_06_V,U_07_V,U_08_V,U_09_V,U_10_V,U_11_V,U_12_V,I_A
0 days 00:01:57.400000,4.002304002596287,4.002693668533052,4.003280961575592,4.003801164782559,4.004194779622332,4.002337976433764,4.003299548193228,4.003176545357905,4.003676392251119,4.003040712170665,4.003776357839427,4.004430826392746,0.6196458129850427
0 days 00:01:57.500000,4.0039595120740765,4.00214530387202,4.003092226322285,4.0023755946013,4.002759516333344,4.001124651853287,4.000808781179732,4.004553439096773,4.002598733707001,4.002767905029,4.002408067076395,4.001952232888893,0.514106953292134
0 days 00:01:57.600000,4.000569740296152,4.001916028951249,4.0023292784035815,4.000530894595301,3.999867491626685,4.001817560495414,3.9993244077289924,4.001016527460735,4.002406763930667,4.000602879525825,3.9992652720683606,4.002712757822954,0.4085680935992102
0 days 00:01:57.700000,4.001015346887845,4.001112263346514,4.003138078193016,3.999550287920489,3.9990198826155767,4.000633324457222,3.9998154706683833,3.999551466459684,3.99937774062488,3.9992253001322915,3.9993819466822567,3.9985127771162907,0.3030292339063014
0 days 00:01:57.800000,3.998987804333521,3.9993276905900474,3.9997725855773365,4.000223361051802,3.9972046527047027,3.9988799563247275,3.9991701373792043,4.000548634541922,3.999493311608719,4.0007043058919685,3.997723838086642,3.9980859997904363,0.1974903742133776
0 days 00:01:57.900000,3.9990083542087524,3.996567251433213,3.9976451480313795,3.996558004353125,3.9975522026792407,3.9971640039622147,3.996478883932061,3.9993489218470466,3.9985652190589733,3.997912284205746,3.999683559589308,3.997521016311811,0.09195151452046879
0 days 00:01:58,3.997905045653943,3.9958847538704636,3.9968778551923383,3.9946173022941975,3.9976716401160197,3.99579108408092,3.9977367516975177,3.997569726641981,3.995732223624616,3.9958439334061797,3.99583486940729,3.9972747889932947,-0.013587345172439999
0 days 00:01:58.100000,3.99609789986276,3.995678060420584,3.995617836245794,3.996765992788617,3.995533825189321,3.9966544222879206,3.9957129396649513,3.9949001974697356,3.995187011486621,3.9968027206309107,3.9970398137030116,3.99673062284727,-0.0534120636191002
0 days 00:01:58.200000,3.995181546182228,3.996074707939549,3.9957144999101746,3.997770702574313,3.994965204606028,3.997221440178696,3.994101252738583,3.996434345668912,3.993241647019763,3.9947527656474353,3.9944799090633176,3.998314782362607,-0.09323678206575473
0 days 00:01:58.300000,3.9944103038519483,3.9944693183090743,3.9941346849103194,3.995774368640468,3.993795306333757,3.995481308849407,3.996471781731149,3.997436230183034,3.994174162939407,3.9970529825253807,3.992997963330782,3.9937080957982616,-0.13306150051241492
0 days 00:01:58.400000,3.9948383960868363,3.9962899483751673,3.9954985717931972,3.994435293371751,3.9941477722244563,3.9940651305200086,3.994166741602155,3.993596292607595,3.994582083160546,3.9930975558585704,3.9937019197114028,3.9942913689488084,-0.17288621895906947
0 days 00:01:58.500000,3.994823975381546,3.9926249995105696,3.995450607773655,3.9928106289498824,3.995653276797494,3.9958308498564854,3.993380685157073,3.9953825652626187,3.9945390238633687,3.9932680664413414,3.9949817252365745,3.994790759459933,-0.212710937405724
0 days 00:01:58.600000,3.992843270751972,3.993935567580056,3.992793574561479,3.9934553513263165,3.994836900258506,3.993158096667409,3.994650197342135,3.9942776772997104,3.9935488062789375,3.996567666199763,3.9948701156591087,3.993412756416588,-0.25253565585238424
0 days 00:01:58.700000,3.992987971539191,3.994139386507431,3.9933295127898014,3.9928592716293703,3.9940928144425047,3.991722219864371,3.993066449173927,3.9929725631211705,3.992699400536313,3.9938625470262994,3.990872954419313,3.990744074167511,-0.2923603742990387
0 days 00:01:58.800000,3.9914746931738816,3.9924775612209986,3.991233528460238,3.9911952443038765,3.9922809152933034,3.9926085489080028,3.992983326018681,3.9937658564416525,3.99493992692565,3.9934574496102178,3.993117872310495,3.9915404253516393,-0.3321850927456989
0 days 00:01:58.900000,3.992493895671426,3.9922200516104915,3.9917460141641703,3.9917794029065963,3.9921471434762137,3.9909959081512336,3.9909836434733874,3.9945528243925326,3.9920527706686655,3.990742764962169,3.9930579949412923,3.9938538186273975,-0.3720098111923535
0 days 00:01:59,3.9914397754069166,3.9905666388014054,3.9909912472278894,3.989872126444202,3.990392747811334,3.9902612266668736,3.9909356777493277,3.9917898889040457,3.9914099607080447,3.990268226663018,3.99146837874401,3.9918796059586263,-0.411834529639008
0 days 00:01:59.100000,3.991453710944524,3.990456036144999,3.9916338460998184,3.9913108996786546,3.989298673911926,3.990841893407257,3.9909734122004368,3.992296247814649,3.991943212162411,3.993498932920697,3.991616468202804,3.9923214101321185,-0.4290040348607959
0 days 00:01:59.200000,3.989291574500052,3.9937989673278276,3.991009029302607,3.992099638165186,3.990871862816828,3.991480307799653,3.99076454745568,3.992731561171658,3.9917722336515697,3.990931964402088,3.9907510878078774,3.991899032349525,-0.4461735400825813
0 days 00:01:59.300000,3.9918063565280737,3.991421950432785,3.9905319936413846,3.9906523121846798,3.993045573087384,3.9893928272735493,3.9907543989226464,3.9897607834275486,3.9893239516295957,3.9916664454558686,3.9932018201607615,3.990060747450443,-0.4633430453043692
0 days 00:01:59.400000,3.9900401477482994,3.9919414824607946,3.9941418338824644,3.9910183135373027,3.9897251013203476,3.989914866707377,3.9915184998179605,3.992644238470176,3.991974601622127,3.9907862770450504,3.992058221007399,3.9894280814572585,-0.4805125505261546
0 days 00:01:59.500000,3.99071779453375,3.990593393529992,3.9904032350684644,3.9902136447866674,3.990047054640228,3.9917827873978498,3.9902670601080823,3.9901893280967466,3.989627583997842,3.989539048218355,3.990249092784054,3.9897439382317152,-0.49768205574794
0 days 00:01:59.600000,3.990611978167897,3.990289733677703,3.9900717095489213,3.990662886823373,3.9906842456567895,3.9896717205769896,3.990106685114896,3.9904109288994696,3.988816471306904,3.989357543129664,3.990626757016202,3.9904209230072225,-0.5148515609697278
0 days 00:01:59.700000,3.9906717480185057,3.9894248066073157,3.9891137183766814,3.9888816902208557,3.9896133430239336,3.989348319993837,3.9890995217127876,3.9890297392865626,3.991012337221466,3.9910769856483017,3.9917085987255017,3.988811350322837,-0.5320210661915132
0 days 00:01:59.800000,3.9890587224318694,3.9892003288762568,3.9909748559806513,3.990343613843173,3.9903714732251365,3.9890033625250263,3.989667386843676,3.989423122738259,3.989669796767339,3.9901649160028225,3.9875146316752508,3.9898346709958235,-0.5491905714133012
0 days 00:01:59.900000,3.9876985099353823,3.9890089192805793,3.989679897897438,3.9897558461713967,3.988992520199263,3.9898934392846455,3.9888805013343793,3.9882109143199647,3.987832972333335,3.9914146951956817,3.9895629374243664,3.9884846259025415,-0.5663600766350866
0 days 00:02:00,3.988779252723359,3.9904001097730735,3.9911258082016694,3.989393350491633,3.9890164355845155,3.987460807742431,3.9889301096919993,3.9889910749485757,3.9879036138350354,3.989081336578245,3.9912096552722964,3.9905566721493333,-0.583529581856872
0 days 00:02:00.100000,3.988283119688997,3.9901913054168685,3.989593183249422,3.98968200924,3.9881592975754745,3.9882687892728637,3.9889716817312975,3.9877210038282582,3.9897893627567935,3.988798613159968,3.987490739256931,3.9884362144196146,-0.6024303843660361
0 days 00:02:00.200000,3.98812755120947,3.989239493438684,3.9888502534697845,3.9894295827304758,3.9894866815989007,3.987765198316609,3.9889108933602446,3.9868203706096708,3.987725258257943,3.9888921731608096,3.988890663558864,3.9877138654716484,-0.6213311868751977
0 days 00:02:00.300000,3.988429889883355,3.9871795534435326,3.987946225658577,3.9884908360051394,3.990671501759754,3.9883952653837755,3.99029269925314,3.988007551524099,3.9887480341069637,3.9882393980058795,3.988788049429527,3.988614652405433,-0.6402319893843619
0 days 00:02:00.400000,3.9883608583596195,3.9901314310157203,3.9884882956717593,3.9889116188143126,3.987431886757193,3.9883484604249153,3.9872372222601378,3.9884572607960367,3.9869028400550475,3.989369389812698,3.986431323942937,3.9888126682234257,-0.6591327918935235
0 days 00:02:00.500000,3.987267722629145,3.986979372747424,3.9891669076981104,3.988123116863011,3.9860379109393302,3.9882607522827804,3.988831339146527,3.9887819774829585,3.9875887654203725,3.98755217712906,3.9900192056417128,3.987482411328515,-0.678033594402685
0 days 00:02:00.600000,3.986948511132422,3.9870372860057244,3.9873381225276923,3.987752717944804,3.9889341953127437,3.9862170466828495,3.989350896156461,3.9882256468287745,3.98781162125393,3.986174286414955,3.98820972150236,3.986175463415854,-0.6969343969118492
0 days 00:02:00.700000,3.986580008790015,3.988750271268012,3.9873045805060743,3.988239777026918,3.9880605280146755,3.9858813059050213,3.9867946958703206,3.988711032209548,3.9868733649348744,3.9885562506985286,3.9880443877732055,3.987054424780393,-0.7158351994210107
0 days 00:02:00.800000,3.987857384860146,3.987489107972616,3.986447128708044,3.986649151377298,3.9868494247320867,3.987231109928482,3.9868638994313117,3.9865494346371846,3.987188904046387,3.987871554536375,3.9868805777710934,3.98844396912578,-0.7347360019301749
0 days 00:02:00.900000,3.9866560448069617,3.988697107963207,3.9876570939234264,3.9866265598729607,3.9876651263457616,3.9896159560852085,3.986747542608094,3.9872945854365494,3.9879225064980672,3.98623704353583,3.9881463487189186,3.9881757731338117,-0.7536368044393364
0 days 00:02:01,3.9884838425276565,3.985031284291083,3.988226378279794,3.9872744507608786,3.9864752764361127,3.987445709555613,3.986207605429744,3.988032223883836,3.9869992996343955,3.987006791261632,3.986113267028599,3.9881947549933785,-0.7725376069484979
0 days 00:02:01.100000,3.9842749119496337,3.9848175502741077,3.986362178016313,3.98669132351196,3.98421015446235,3.9863099929927066,3.9853744305356194,3.9852068934518567,3.9863174692626826,3.9856024853214995,3.9880694542026855,3.985291721286837,-0.8524941475853652
0 days 00:02:01.200000,3.9859245211266043,3.9859676165576743,3.985661909131473,3.984231228153224,3.9834093654214096,3.9845404204993256,3.985957119761702,3.9844823150022037,3.985491324937008,3.9849387387722213,3.9841237911042047,3.9833202588201875,-0.932450688222221
0 days 00:02:01.300000,3.9838230306921543,3.9839229835463144,3.9836585994467684,3.9837195848989415,3.982214224723245,3.982656690750861,3.983552908406159,3.9840106285223955,3.983984960455968,3.983833753334282,3.9829759504911104,3.981739984655645,-1.0124072288590882
0 days 00:02:01.400000,3.9828950908330576,3.982373961273198,3.9849806295402397,3.9837164889519627,3.9800853874394666,3.9835468172373085,3.9837145021655744,3.983291490925985,3.981924315530987,3.9826524157615193,3.983050784371977,3.982659242346613,-1.092363769495944
0 days 00:02:01.500000,3.9819451921027205,3.981149367197458,3.9829442843799616,3.982692503975517,3.9807955963380617,3.9815351440747513,3.981323765173428,3.9824868172087347,3.982777177148385,3.9816878690826303,3.9817418480399356,3.983290459639402,-1.1723203101328
0 days 00:02:01.600000,3.981856212239178,3.9796393729958566,3.9824434121768477,3.9800953894832496,3.982310110245481,3.980720848264099,3.9782427580704374,3.981198508668429,3.9820788401764897,3.9804498859514177,3.979982265852511,3.9794312218907657,-1.2522768507696673
0 days 00:02:01.700000,3.977739461042462,3.980155148779846,3.980146006735391,3.9800710658311482,3.980306067260543,3.9799828401249004,3.981884361238535,3.979143101282673,3.9790418756314305,3.9804510689696073,3.978586914284621,3.9810786433549388,-1.3322333914065232
0 days 00:02:01.800000,3.9796667551948577,3.978406722443198,3.980630202556326,3.9786504147304607,3.979257780624548,3.978797965333263,3.9814243989052867,3.9780322145908604,3.9808967931080996,3.978255279813702,3.9788112723363653,3.9791936848365856,-1.4121899320433902
0 days 00:02:01.900000,3.9781140016683754,3.9766992946220823,3.9794273766360795,3.978725564361095,3.9782564945670766,3.978900453457389,3.976754518284006,3.9795710095282426,3.9784930591089656,3.9769176253520357,3.9792647692589758,3.9787011260983376,-1.4921464726802462
0 days 00:02:02,3.9764479828708503,3.9775001468549873,3.9774667560893624,3.976720970669948,3.977264514878282,3.9773704544464787,3.9770714076737237,3.9781832755567472,3.978687796340263,3.9773300611318603,3.9779307616529618,3.978290747421391,-1.5721030133171021
0 days 00:02:02.100000,3.9763208103407535,3.973488750842195,3.976150424960789,3.97550601616755,3.97533595040953,3.975887397832233,3.972962883899721,3.974686748496799,3.9742065560149564,3.9743853241788027,3.9759206266848257,3.975135058038087,-1.74758050587875
0 days 00:02:02.200000,3.9731625554876824,3.9748009315678132,3.97291766311466,3.97444027763933,3.973739985189288,3.9734341465872514,3.973375668959962,3.9734004294720666,3.9715615324427276,3.972227897373669,3.9746967838521137,3.973289433519103,-1.9230579984403726
0 days 00:02:02.300000,3.971523064083153,3.972832627431466,3.972776979884561,3.9719117911302075,3.9729035068537333,3.970543093918385,3.9704092132836433,3.97025994346939,3.972111817729406,3.9727852327671975,3.971157049796065,3.9699633099722123,-2.0985354910020204
0 days 00:02:02.400000,3.967410495335014,3.9698338834954927,3.9681374331167207,3.9700896578854032,3.9702113069832157,3.9687826591656346,3.969166938798771,3.9689511078398585,3.9703555698437034,3.969611314747367,3.970217216318075,3.9695617615887606,-2.2740129835636433
0 days 00:02:02.500000,3.969040581851479,3.9677947579834374,3.9673527147042487,3.9675431995189183,3.9680448246728557,3.9657472359264347,3.968337123364293,3.966899143743004,3.968277345379167,3.967571318589864,3.9677726773124347,3.9670165743123187,-2.4494904761252663
0 days 00:02:02.600000,3.965209043385619,3.9654477599002362,3.9664526422819484,3.96342506692684,3.96541570624933,3.965279164926365,3.9664458015791237,3.9657991312362757,3.964877828774469,3.965272556520669,3.965786509686919,3.9661860794537036,-2.624967968686914
0 days 00:02:02.700000,3.96418126081197,3.963727414579162,3.9645181919881076,3.9616487261467315,3.9642148577829137,3.9656033297327413,3.9627568013242187,3.964345285874831,3.962141089228047,3.9643487530440336,3.962132532375966,3.963655889734534,-2.8004454612485365
0 days 00:02:02.800000,3.959912785119557,3.9603642700853334,3.96176970664169,3.9609921326188413,3.9592218701834816,3.959558469847871,3.9610456429348533,3.9628207152289057,3.961414457778804,3.96110056236602,3.9606222006421885,3.959540190667842,-2.9759229538101843
0 days 00:02:02.900000,3.958624407878985,3.9596183003181054,3.9567598151204653,3.9603135479208333,3.9594268995740194,3.9598928591639044,3.9579981753219435,3.959010414179159,3.959875277291145,3.959918956527661,3.9603528726079333,3.9600130654433108,-3.1514004463718077
0 days 00:02:03,3.9594509538696894,3.957084179230056,3.9573304066134463,3.957156275276818,3.957317241803721,3.957872236799332,3.957368023902925,3.958469856195549,3.956270169863518,3.9576479791700603,3.9561279691836213,3.9568727658601324,-3.32687793893343
0 days 00:02:03.100000,3.955377897755103,3.9571723046016514,3.9553211011823746,3.9541404236447955,3.956422833573726,3.9562436982685036,3.9569832217668837,3.9553318412169363,3.9533713467638303,3.9565563830558688,3.9560383023311108,3.955180902290289,-3.4750800945033493
0 days 00:02:03.200000,3.954157401581436,3.9529705306506813,3.9537216182535406,3.9533283663233143,3.9520511779002696,3.9549214601207643,3.953229852463019,3.95376784131385,3.954821905748136,3.9539471926700362,3.953854994358999,3.9534913088926666,-3.623282250073248
0 days 00:02:03.300000,3.95058236582164,3.953174902411521,3.9538431590552463,3.951266265271056,3.9508698354199345,3.9511289151789715,3.951815771019547,3.9532905102650857,3.9531632769955,3.952784811329547,3.952645527152448,3.95062478403572,-3.771484405643167
0 days 00:02:03.400000,3.950500344216123,3.9497672980646934,3.951896266616976,3.950679782430643,3.951826980297343,3.94837038203569,3.9502191825924147,3.9506071008835844,3.950365244185746,3.9498865696223815,3.951296432502456,3.950610482133709,-3.919686561213066
0 days 00:02:03.500000,3.94995809005683,3.94767349182584,3.9479144014449927,3.947378112239079,3.9469734563751557,3.9498499842232544,3.948817606722405,3.948285171814005,3.947267528482591,3.947611224456114,3.9470158713118715,3.947785239872717,-4.067888716782964
0 days 00:02:03.600000,3.9480154375461916,3.9473174763247805,3.9466354649031183,3.9467072301683728,3.9444121956214864,3.9474246990636903,3.9436976187090065,3.946868926525465,3.9461771352510624,3.9460462991520697,3.948281498675819,3.945732047931091,-4.216090872352884
0 days 00:02:03.700000,3.944527042499241,3.9444601546941196,3.94460785401609,3.9444403674233195,3.9444136195108985,3.9472147864824434,3.9455731128964007,3.944584703687487,3.94617589502135,3.9432460322261496,3.9451460668791016,3.945149416432615,-4.364293027922781
0 days 00:02:03.800000,3.941859453079449,3.9410122002371017,3.9427867277018525,3.9424626764930717,3.9449656796226416,3.9427019388226725,3.9426006445576927,3.942238144732311,3.943829026079747,3.943361667717261,3.942096165430771,3.9409870919130734,-4.512495183492701
0 days 00:02:03.900000,3.942183764188607,3.9409679902957278,3.942178971645051,3.941650050698853,3.941173430203201,3.9418789354869994,3.941030203919379,3.941869745049655,3.9420722204177574,3.9425926353117027,3.941417505063391,3.9426584652295626,-4.6606973390626
0 days 00:02:04,3.938394183735801,3.9396002285771727,3.9397551125570245,3.9392817549813217,3.9400244023961783,3.9386804547015104,3.9388642760724366,3.940564346584731,3.9409144958329008,3.9383305074414916,3.9382833452273416,3.939833902315269,-4.808899494632498
0 days 00:02:04.100000,3.9421133760203895,3.9418554104621584,3.941996101631483,3.9418177854482535,3.941697482877178,3.9423537860630677,3.941372861316084,3.939820994325431,3.9419057697189452,3.940399887194271,3.943521455205863,3.941572096589799,-4.646681781744065
0 days 00:02:04.200000,3.9429826602272526,3.9424364030433656,3.9422772120634204,3.9440537268044134,3.9406874615704606,3.942887963703363,3.941451310630231,3.942558666007707,3.9432001093690214,3.9416618876069207,3.942658638332883,3.941723015084267,-4.484464068855655
0 days 00:02:04.300000,3.943448074431777,3.943292075739353,3.9450888896590968,3.94448971443511,3.942310607013323,3.943770153487943,3.9453927920736,3.943306512541658,3.9447190951909747,3.9451405664524293,3.944143090149254,3.944722090320224,-4.322246355967222
0 days 00:02:04.400000,3.9461439288048155,3.9457598780869088,3.94517237488858,3.945155105229072,3.9471626050631143,3.946693966369823,3.9471843562524764,3.947005287544637,3.945246319534073,3.946979661194339,3.9452172157170438,3.9438820718340986,-4.160028643078812
0 days 00:02:04.500000,3.9481452146506815,3.948047081380994,3.946074100445637,3.9450688192968553,3.948875188793615,3.947012297158906,3.948166563845385,3.949806070059199,3.949808519984644,3.9483308346546124,3.9467716054528994,3.948542569780569,-3.9978109301904023
0 days 00:02:04.600000,3.9518911717509715,3.9487690062286,3.950347213011623,3.9488889774884184,3.950209025971277,3.949264075805816,3.950286866623984,3.9506733779018703,3.949655243456854,3.950570277495582,3.9502559677221933,3.949137274856754,-3.835593217301969
0 days 00:02:04.700000,3.9507417010815495,3.9506501087083006,3.950376877034515,3.951870454871109,3.9505848762146205,3.9512741408111993,3.950045833353595,3.9506423860693087,3.951923947297923,3.9503001052598017,3.9521311952770417,3.95034860578723,-3.6733755044135594
0 days 00:02:04.800000,3.953747090312083,3.953141244642389,3.951684458087207,3.9543710966188588,3.953150775721912,3.9531742577224955,3.951820591550065,3.952612369690736,3.953198193969057,3.9533226978260902,3.9530991361284147,3.953152079222743,-3.511157791525126
0 days 00:02:04.900000,3.954928889152277,3.955001794703843,3.957522957779855,3.9549142062135423,3.9547602324576556,3.95494968146403,3.9548648868518748,3.9548397435617835,3.955447111633218,3.9525718222499235,3.9546773049860353,3.9558498838054557,-3.3489400786367165
0 days 00:02:05,3.9584767180453095,3.9557533401727665,3.9546441978029883,3.9570056475829305,3.9553907061215736,3.9560156975113037,3.956410827994992,3.956673335887382,3.9548782111016774,3.9558672864060407,3.9570618476044,3.9557280631761422,-3.1867223657483064
0 days 00:02:05.100000,3.958780544124507,3.9579598434675174,3.957957040698578,3.959532661720146,3.959057985065059,3.9585449830507327,3.9590262450133236,3.9574048430495474,3.9587880393959964,3.9584509967584363,3.9582481984524858,3.959032870567257,-2.9850851060492554
0 days 00:02:05.200000,3.9603959672783855,3.9606443100478472,3.962379027485807,3.960872334659217,3.961099076866926,3.9619321861929033,3.962633270870639,3.960646183997183,3.9614629747039154,3.9593456871903614,3.962126177857444,3.9613162410419225,-2.783447846350233
0 days 00:02:05.300000,3.9619179724078735,3.9623127836868908,3.963652249864573,3.963858936878488,3.9623748556543603,3.9635827928584204,3.963196550748794,3.9625802307584292,3.9650701007963316,3.963046731470179,3.9622334370539343,3.9628033200312895,-2.5818105866511813
0 days 00:02:05.400000,3.96582674219126,3.967066692557938,3.96358114884484,3.963939942387748,3.965533829950215,3.9654575842029116,3.9641874130957326,3.9646784826021984,3.9670160462747113,3.9652780034395567,3.966804688257627,3.9646004116685654,-2.3801733269521588
0 days 00:02:05.500000,3.9681717468531037,3.9688916768471483,3.9676873270786253,3.966723946895405,3.9678866392943912,3.967091998068407,3.9681124517037785,3.96755277975447,3.9692102218466165,3.967570978714547,3.966928048567611,3.967104686018533,-2.178536067253136
0 days 00:02:05.600000,3.9703411089515397,3.9700303577515714,3.9694118246486325,3.970279864681497,3.9713939111135765,3.9693634211868227,3.970029306539865,3.9685999106816645,3.96939820304851,3.9693707370681675,3.969551964780438,3.9713541507581414,-1.976898807554085
0 days 00:02:05.700000,3.970045289625442,3.972457991917723,3.971574376042235,3.9712950815198504,3.9732290615410997,3.970964283449545,3.9708525539833195,3.972639135757164,3.970739198155244,3.9748991987772393,3.9731202988650742,3.9711460965856884,-1.7752615478550624
0 days 00:02:05.800000,3.9729494762678232,3.9751079441986783,3.976105555089867,3.975693139761081,3.974509942782833,3.9733763089751992,3.974331442765009,3.9742661133761805,3.974642277306648,3.974345059445557,3.972103474374564,3.974872062631514,-1.5736242881560112
0 days 00:02:05.900000,3.9764545850781956,3.9768243198739244,3.9771206091628395,3.9766510964989226,3.975816130237853,3.974638863795702,3.9761792485628806,3.9752393947289155,3.975609328007835,3.976350884059122,3.9777263196192587,3.9754621713044442,-1.3719870284569886
0 days 00:02:06,3.9777609902436124,3.9784184731496794,3.97837848901477,3.9782604273349578,3.977141926045589,3.9790088851936805,3.977879816410805,3.978140734859018,3.9797096136234367,3.9783428495985427,3.9793000797412645,3.9788005486998568,-1.170349768757966
0 days 00:02:06.100000,3.9832669690271794,3.981379146280623,3.9830665137051526,3.982760034632143,3.9818003277559804,3.981260730512305,3.9807961765502076,3.980655529628549,3.9809078009901393,3.981722241487996,3.9834229533082466,3.9822047724735015,-0.8436237006915798
0 days 00:02:06.200000,3.9857545145037236,3.98579779159552,3.9879462891037747,3.986859639667344,3.9880123800662264,3.9854960082946316,3.985707890551882,3.9849027268371215,3.9864089206759044,3.9859981461928893,3.9843258845062395,3.985533756470625,-0.5168976326252399
0 days 00:02:06.300000,3.989296551904457,3.9907109908713867,3.989866229433168,3.988338809253702,3.9891936854941386,3.9891335239624803,3.987984566068462,3.989023394627146,3.9897209035901806,3.9909054259888523,3.987952628482205,3.988924870350516,-0.19017156455885365
0 days 00:02:06.400000,3.9919670708397526,3.992929700910179,3.9948764938447376,3.993453417991048,3.993128397963978,3.9935249296094817,3.9953330809846173,3.9937213164426204,3.991843599074613,3.9920974281966437,3.9930901062479807,3.9947106790314004,0.1365545035074862
0 days 00:02:06.500000,3.9954438068362434,3.9956897270506997,3.996665795917023,3.99670896156159,3.9962845506657505,3.995515266372403,3.9963590968584572,3.9961819091393993,3.995426886737412,3.9964465724255973,3.997033891709987,3.997852446529945,0.46328057157382596
0 days 00:02:06.600000,3.99948338857109,4.00139910778771,3.999127001642184,3.999911370317581,4.000067664046355,4.000466895402634,3.999643211433071,4.000208923954057,4.000419895806176,4.000834578025513,4.000873369777745,4.000090516672277,0.7900066396402121
0 days 00:02:06.700000,4.003123643976775,4.00176579243011,4.0059021935373,4.002886532490284,4.004310710153491,4.0034526949898375,4.002770008256551,4.004932320500534,4.004859510383435,4.002965483359223,4.004033447992419,4.003571459886616,1.1167327077065519
0 days 00:02:06.800000,4.006937362075017,4.009949821707953,4.00986012560624,4.007317358239706,4.008504944294226,4.008869776766876,4.0069765789410345,4.0065622852947325,4.00666903116054,4.0073510281557265,4.007971563268997,4.0078859404473794,1.4434587757729385
0 days 00:02:06.900000,4.010547016844847,4.011888293511683,4.011720202888212,4.008183659904114,4.011192556625503,4.0099133594001355,4.011927366422151,4.011378008685158,4.01126224411057,4.010608064142352,4.010542658354782,4.0128804854084565,1.7701848438392782
0 days 00:02:07,4.0147861593597876,4.01498299082248,4.0142995428951656,4.01200897155113,4.014786492441651,4.014750441361506,4.0143825905479416,4.015878083691919,4.01456086084513,4.015348975643262,4.01423627168858,4.018072626911944,2.096910911905618
0 days 00:02:07.100000,4.018761692626852,4.017710398451018,4.018266183184435,4.017720777480668,4.019080640818596,4.017764635587201,4.018934930517345,4.017245370211357,4.018208176580609,4.016610909261624,4.017603327026905,4.018500893594188,2.3594035356245766
0 days 00:02:07.200000,4.021295136091533,4.018253572905745,4.022575036915209,4.020939958113571,4.020962632141275,4.0204758388357025,4.020474578439712,4.022150112898432,4.021486341333101,4.021624701483398,4.022625609880018,4.022071701640687,2.621896159343498
0 days 00:02:07.300000,4.02232283954497,4.024436077395602,4.022860670861967,4.0246221997522875,4.024425032557205,4.024235515838343,4.023363370266625,4.022166936441586,4.024596080097374,4.024262144761301,4.02230236299797,4.024232786400681,2.884388783062457
0 days 00:02:07.400000,4.029079301027772,4.028941716059044,4.02558232284672,4.026072635424477,4.026313473705818,4.026295240110185,4.026239738098648,4.026643426129308,4.028109200647585,4.028105649380649,4.026908593723585,4.028043366645414,3.146881406781378
0 days 00:02:07.500000,4.028886051886008,4.0284106048311905,4.031496313016169,4.029064916571339,4.028773513208828,4.0290213382588425,4.029527329146269,4.028576083480943,4.029214040663391,4.032177481555259,4.030297539935004,4.029520741788221,3.4093740305002997
0 days 00:02:07.600000,4.032923063111335,4.031911534070881,4.034593247851039,4.031638260438337,4.03400280729216,4.032885330668845,4.0334047060372775,4.034330177296065,4.033210995577269,4.034166787759112,4.034186269633508,4.033003547388121,3.6718666542192584
0 days 00:02:07.700000,4.034054272716998,4.035976861892016,4.035425019853341,4.0374886748609935,4.03468968959607,4.0368459540739074,4.035501988387858,4.035709187921862,4.0348254945463236,4.035273217730195,4.03586049118612,4.034729000394029,3.93435927793818
0 days 00:02:07.800000,4.037886458821431,4.036981182235237,4.037555841016235,4.038371104545146,4.0382494393189265,4.03914276261461,4.039876112002816,4.038893994257278,4.037995987035814,4.039058210637373,4.039988079744698,4.038483679426324,4.196851901657139
0 days 00:02:07.900000,4.042218274196701,4.0425129466484995,4.042258190416067,4.042225743240498,4.043254559950466,4.0419486208902855,4.041600090146061,4.041887900832458,4.040854849152646,4.0434985732316555,4.043005671810615,4.040728957030907,4.45934452537606
0 days 00:02:08,4.044956477710172,4.0449570007113875,4.04585450379882,4.043856014469485,4.044848860657673,4.044007518572768,4.0450171109753255,4.044167839860503,4.043277676362007,4.046003552658984,4.04607893194779,4.04301299863167,4.7218371490949815
0 days 00:02:08.100000,4.044468932221708,4.044151812864746,4.0414926648931395,4.041737047224076,4.042905501763296,4.041329513640484,4.041915668966549,4.041753742411715,4.041105441304323,4.041633860935497,4.041767387807322,4.04178017049434,4.4942001792598
0 days 00:02:08.200000,4.040780433951028,4.041221665574944,4.038504261756628,4.03786704279313,4.040707042113285,4.038976083465065,4.040078074733172,4.040135924158014,4.042165972338741,4.041882892118641,4.042593966027774,4.0398193247449825,4.266563209424555
0 days 00:02:08.300000,4.037120631911454,4.036932400837515,4.038410691129001,4.038129871678115,4.038776760722463,4.037292969776861,4.038294597100059,4.036389720626529,4.037917195501341,4.03719769721709,4.0383581345926824,4.038356899149248,4.038926239589373
0 days 00:02:08.400000,4.033838047277745,4.0352521278662365,4.035199864781089,4.036443072299796,4.0340445639878695,4.034007833867086,4.034774169991339,4.0357620580063145,4.036381587278057,4.034692067341756,4.034527453467046,4.036053744421794,3.8112892697541922
0 days 00:02:08.500000,4.031523877235194,4.032275096961175,4.03200168406628,4.033636992157508,4.030776609546118,4.033223658405249,4.031655034985041,4.032304707287785,4.033443229382105,4.0336842275506655,4.033213255216092,4.03308795561104,3.583652299919011
